4480,574,255,14,150,21,364,111,26
11244,1524,541,57,264,78,658,228,80
8999,1332,471,28,142,50,493,181,121
7173,1155,374,34,70,24,491,142,56
5457,1029,407,8,101,28,355,120,52
4321,548,425,13,46,18,317,62,76
3321,374,233,8,18,14,302,45,32
3371,439,209,6,12,16,243,46,20
4421,560,337,6,38,21,327,69,52
7355,880,390,34,50,46,430,135,49
9323,1042,621,44,66,76,486,124,68
11522,1235,537,42,142,32,555,302,54
13045,1667,655,42,114,64,644,397,99
9980,1322,568,28,84,32,423,248,94
14213,2106,812,102,142,60,587,497,532
14370,2225,749,78,285,80,619,368,237
12622,2025,746,48,116,74,606,231,198
14557,2000,710,32,199,103,637,329,128
9881,1475,461,16,86,124,410,292,65
14104,2169,713,36,219,62,571,279,144
15228,2528,699,45,127,80,636,598,118
17489,2632,1014,79,310,43,765,656,142
20235,2682,1295,133,193,128,852,1449,121
5466,763,589,32,54,32,362,335,50
15071,2363,930,131,112,88,709,541,116
11916,1706,664,60,84,60,626,460,85
10836,1583,603,44,100,94,547,408,42
8350,1080,414,28,60,42,413,285,38
6109,899,366,41,42,28,297,198,52
4375,544,208,16,14,28,335,101,22
3466,507,158,10,26,14,271,80,40
3509,404,164,10,34,30,216,109,31
5051,567,250,20,22,36,228,299,37
7201,1035,377,30,40,26,368,183,34
9105,1399,671,26,81,28,456,359,66
11397,2213,840,37,54,50,712,343,79
12373,2540,730,41,83,69,1485,358,93
14129,3009,1032,35,122,141,1095,375,124
13591,2056,1026,71,398,174,963,359,132
14354,2336,1018,61,162,236,874,304,74
13649,2182,994,46,125,94,892,312,97
12956,2308,1223,57,165,54,746,316,90
18535,2659,1228,70,118,62,1138,503,59
19540,3138,1449,55,116,223,984,414,114
8358,1441,947,36,74,62,509,288,59
7965,1396,751,8,32,56,306,389,24
20372,2755,1551,48,74,88,851,573,94
29014,2444,1565,105,115,109,752,1265,169
12852,1564,606,67,40,118,405,1622,93
23925,3699,929,125,125,121,722,1787,255
20107,3520,836,81,235,86,574,1464,202
13055,2615,486,46,84,62,468,977,77
8560,1368,312,24,48,76,347,512,130
6526,746,216,33,48,32,382,312,36
5143,649,129,18,10,23,316,271,34
10393,553,139,27,14,38,637,329,35
7777,804,241,8,26,37,410,840,89
10559,2219,355,26,46,54,464,770,100
14269,1846,433,22,144,90,593,883,143
17045,2754,652,37,123,59,792,887,152
19491,2576,823,50,161,137,901,853,169
18984,2728,927,47,142,103,881,754,61
19707,4015,982,62,82,181,1099,953,119
23551,3476,1224,58,80,144,1149,878,193
20488,3188,769,30,112,145,957,634,119
19248,3102,666,55,129,120,1317,682,103
19768,3392,909,52,124,75,993,642,111
20891,3734,969,75,142,177,932,679,87
20592,3654,980,49,94,144,1497,639,106
19422,3682,727,93,209,100,1320,546,95
18822,4585,680,89,118,152,1230,599,80
24903,5942,1124,82,212,202,2930,1684,101
34175,7611,1118,143,190,208,10833,868,91
27384,6482,942,141,163,138,5347,612,110
22157,5284,928,53,88,95,4927,380,62
14512,3176,547,251,64,75,2712,300,81
11381,2558,389,82,62,74,2566,402,52
8116,1378,217,98,36,56,1749,400,28
7854,1104,137,40,22,24,1516,109,26
6201,1027,179,14,20,39,1284,398,16
8357,1359,217,21,50,42,1482,374,48
12078,1982,400,82,78,81,2510,503,38
1045,185,37,4,3,12,231,16,11
